Country,Energy Type,Year,Energy_consumption,Energy_production,GDP,Population,Energy_intensity_per_capita,Energy_intensity_by_GDP,CO2_emission
World,Renewables,2016,17363.073521877355,17999.208740440692,115567.880105,7464042.84623,261559162993767.2,16893005198.6397,0
World,All,2017,171212.65149884234,169466.95552946944,119854.321707,7548343.78937,264081747261513.4,16631689107.552647,34572.38070396
World,Coal,2017,48132.70023669816,47503.414230970884,119854.321707,7548343.78937,264081747261513.4,16631689107.552647,15514.189322313729
World,Natural Gas,2017,40165.680657596895,40106.951943779066,119854.321707,7548343.78937,264081747261513.4,16631689107.552647,7023.602020587
World,Petroleum & Other Liquids,2017,57423.380211743635,55313.37211009048,119854.321707,7548343.78937,264081747261513.4,16631689107.552647,12034.589361049557
World,Nuclear,2017,7590.036978299077,7590.036978299077,119854.321707,7548343.78937,264081747261513.4,16631689107.552647,0
World,Renewables,2017,18286.58439419827,18953.180266329946,119854.321707,7548343.78937,264081747261513.4,16631689107.552647,0
World,All,2018,175179.2998607675,176056.21163954586,124161.994035,7632247.01155,267229606619025,16426623801.972797,35002.900777162
World,Coal,2018,48617.46994936186,49326.12785614398,124161.994035,7632247.01155,267229606619025,16426623801.972797,15608.517756453744
World,Natural Gas,2018,42170.54077965225,42330.93462382072,124161.994035,7632247.01155,267229606619025,16426623801.972797,7253.923510471
World,Petroleum & Other Liquids,2018,57714.143586295286,56577.6318650268,124161.994035,7632247.01155,267229606619025,16426623801.972797,12140.459510229892
World,Nuclear,2018,7770.264662973778,7770.264662973778,124161.994035,7632247.01155,267229606619025,16426623801.972797,0
World,Renewables,2018,19298.648651741463,20051.25263158058,124161.994035,7632247.01155,267229606619025,16426623801.972797,0
World,All,2019,176147.57960762063,179215.5878614704,127690.247059,7714631.06383,265837180423275.78,16061021238.895275,35584.933497695
World,Coal,2019,48055.3838292051,50361.457055137704,127690.247059,7714631.06383,265837180423275.78,16061021238.895275,15773.074340737823
World,Natural Gas,2019,43058.996906817454,43785.28341459151,127690.247059,7714631.06383,265837180423275.78,16061021238.895275,7607.936617844
World,Petroleum & Other Liquids,2019,57464.60103049152,56309.08056442735,127690.247059,7714631.06383,265837180423275.78,16061021238.895275,12203.922539102654
World,Nuclear,2019,8106.313818566788,8106.313818566788,127690.247059,7714631.06383,265837180423275.78,16061021238.895275,0
World,Renewables,2019,19858.195826693598,20653.45300874708,127690.247059,7714631.06383,265837180423275.78,16061021238.895275,0
